Type,Condition,Primary_secondary_type,Code,MedCode,Term,Description,Source
Disease,Diabetes,Primary care,C10FD00,,Type 2 diabetes mellitus with hypoglycaemic coma,Type 2 diabetes mellitus with hypoglycaemic coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FD11,,Type II diabetes mellitus with hypoglycaemic coma,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FD11,98723,Type II diabetes mellitus with hypoglycaemic coma,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FD11,,type ii diabetes mellitus with hypoglycaemic coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FE00,,Type 2 diabetes mellitus with diabetic cataract,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FE00,44982,Type 2 diabetes mellitus with diabetic cataract,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FE00,44982,Type 2 diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FE00,,Type 2 diabetes mellitus with diabetic cataract,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FE00,,Type 2 diabetes mellitus with diabetic cataract,Type 2 diabetes mellitus with diabetic cataract,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FE11,,Type II diabetes mellitus with diabetic cataract,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FE11,93727,Type II diabetes mellitus with diabetic cataract,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FE11,93727,Type II diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FE11,,type ii diabetes mellitus with diabetic cataract,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FF00,,Type 2 diabetes mellitus with peripheral angiopathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FF00,37806,Type 2 diabetes mellitus with peripheral angiopathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FF00,,Type 2 diabetes mellitus with peripheral angiopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FF00,,Type 2 diabetes mellitus with peripheral angiopathy,Type 2 diabetes mellitus with peripheral angiopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FF11,,Type II diabetes mellitus with peripheral angiopathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FG00,59253,Type 2 diabetes mellitus with arthropathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FG00,,Type 2 diabetes mellitus with arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FG00,,Type 2 diabetes mellitus with arthropathy,Type 2 diabetes mellitus with arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FG11,,Type II diabetes mellitus with arthropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FG11,,type ii diabetes mellitus with arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FH00,,Type 2 diabetes mellitus with neuropathic arthropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FH00,35385,Type 2 diabetes mellitus with neuropathic arthropathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FH00,,Type 2 diabetes mellitus with neuropathic arthropathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FH00,,Type 2 diabetes mellitus with neuropathic arthropathy,Type 2 diabetes mellitus with neuropathic arthropathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FH11,,Type II diabetes mellitus with neuropathic arthropathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FJ00,,Insulin treated Type 2 diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FJ00,1407,Insulin treated Type 2 diabetes mellitus,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FJ00,,Insulin treated Type 2 diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FJ00,,Insulin treated Type 2 diabetes mellitus,Insulin treated Type 2 diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FJ11,,Insulin treated Type II diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FJ11,64668,Insulin treated Type II diabetes mellitus,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FJ11,,Insulin treated Type II diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FJ11,,Insulin treated Type II diabetes mellitus,Insulin treated Type II diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FK00,,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FK00,34450,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FK00,,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FK00,,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FK11,,Hyperosmolar non-ketotic state in type II diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FL00,,Type 2 diabetes mellitus with persistent proteinuria,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FL00,26054,Type 2 diabetes mellitus with persistent proteinuria,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FL00,,Type 2 diabetes mellitus with persistent proteinuria,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FL00,,Type 2 diabetes mellitus with persistent proteinuria,Type 2 diabetes mellitus with persistent proteinuria,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FL11,,Type II diabetes mellitus with persistent proteinuria,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FL11,60796,Type II diabetes mellitus with persistent proteinuria,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FL11,,Type II diabetes mellitus with persistent proteinuria,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FL11,,Type II diabetes mellitus with persistent proteinuria,Type II diabetes mellitus with persistent proteinuria,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FM00,,Type 2 diabetes mellitus with persistent microalbuminuria,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FM00,18390,Type 2 diabetes mellitus with persistent microalbuminuria,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FM00,,Type 2 diabetes mellitus with persistent microalbuminuria,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FM00,,Type 2 diabetes mellitus with persistent microalbuminuria,Type 2 diabetes mellitus with persistent microalbuminuria,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FM11,,Type II diabetes mellitus with persistent microalbuminuria,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FM11,85991,Type II diabetes mellitus with persistent microalbuminuria,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FM11,,type ii diabetes mellitus with persistent microalbuminuria,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FN00,,Type 2 diabetes mellitus with ketoacidosis,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FN00,32627,Type 2 diabetes mellitus with ketoacidosis,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FN00,,Type 2 diabetes mellitus with ketoacidosis,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FN00,,Type 2 diabetes mellitus with ketoacidosis,Type 2 diabetes mellitus with ketoacidosis,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FN11,,Type II diabetes mellitus with ketoacidosis,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FP00,,Type 2 diabetes mellitus with ketoacidotic coma,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FP00,51756,Type 2 diabetes mellitus with ketoacidotic coma,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FP00,,Type 2 diabetes mellitus with ketoacidotic coma,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FP00,,Type 2 diabetes mellitus with ketoacidotic coma,Type 2 diabetes mellitus with ketoacidotic coma,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FQ00,,Type 2 diabetes mellitus with exudative maculopathy,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FQ00,25591,Type 2 diabetes mellitus with exudative maculopathy,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FQ00,25591,Type 2 diabetes mellitus with exudative maculopathy,Diagnosis of diabetic ophthalmic complications,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FQ00,,Type 2 diabetes mellitus with exudative maculopathy,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FQ00,,Type 2 diabetes mellitus with exudative maculopathy,Type 2 diabetes mellitus with exudative maculopathy,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FR00,,Type 2 diabetes mellitus with gastroparesis,,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FR00,63690,Type 2 diabetes mellitus with gastroparesis,Type II diabetes mellitus (4),https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Primary care,C10FR00,,Type 2 diabetes mellitus with gastroparesis,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10FR00,,Type 2 diabetes mellitus with gastroparesis,Type 2 diabetes mellitus with gastroparesis,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10FS00,,maternally inherited diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10G.00,,Secondary pancreatic diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10G.00,,Secondary pancreatic diabetes mellitus,Secondary pancreatic diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10G000,,Secondary pancreatic diabetes mellitus without complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10G000,,Secondary pancreatic diabetes mellitus without complication,Secondary pancreatic diabetes mellitus without complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10y.00,,Diabetes mellitus with other specified manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10y.00,,Diabetes mellitus with other specified manifestation,Diabetes mellitus with other specified manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10y100,,Diabetes mellitus; adult; + other specified manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10y100,,Diabetes mellitus; adult; + other specified manifestation,Diabetes mellitus; adult; + other specified manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10yy00,,Other specified diabetes mellitus with other spec comps,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10yy00,,Other specified diabetes mellitus with other spec comps,Other specified diabetes mellitus with other spec comps,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10yz00,,Diabetes mellitus NOS with other specified manifestation,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10yz00,,Diabetes mellitus NOS with other specified manifestation,Diabetes mellitus NOS with other specified manifestation,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10z.00,,Diabetes mellitus with unspecified complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10z.00,,Diabetes mellitus with unspecified complication,Diabetes mellitus with unspecified complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10z000,,Diabetes mellitus; juvenile type; + unspecified complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10z000,,Diabetes mellitus; juvenile type; + unspecified complication,Diabetes mellitus; juvenile type; + unspecified complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10z100,,Diabetes mellitus; adult onset; + unspecified complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10z100,,Diabetes mellitus; adult onset; + unspecified complication,Diabetes mellitus; adult onset; + unspecified complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10zy00,,Other specified diabetes mellitus with unspecified comps,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10zy00,,Other specified diabetes mellitus with unspecified comps,Other specified diabetes mellitus with unspecified comps,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,C10zz00,,Diabetes mellitus NOS with unspecified complication,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,C10zz00,,Diabetes mellitus NOS with unspecified complication,Diabetes mellitus NOS with unspecified complication,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,Cyu2.00,,[X]Diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,Cyu2.00,,[X]Diabetes mellitus,[X]Diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,Cyu2000,,[X]Other specified diabetes mellitus,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,Cyu2000,,[X]Other specified diabetes mellitus,[X]Other specified diabetes mellitus,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Primary care,Cyu2300,,[X]Unspecified diabetes mellitus with renal complications,Diabetes,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/22/
Disease,Diabetes,Primary care,Cyu2300,,[X]Unspecified diabetes mellitus with renal complications,[X]Unspecified diabetes mellitus with renal complications,https://clinicalcodes.rss.mhs.man.ac.uk/medcodes/article/180/
Disease,Diabetes,Secondary care,E10,,Type 1 diabetes mellitus,Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E10,,Insulin-dependent diabetes mellitus,Insulin dependent diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E100,,"Type 1 diabetes mellitus, with coma",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E101,,"Type 1 diabetes mellitus, with ketoacidosis",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E101D,,"Type 1 diabetes mellitus, with ketoacidosis (subsequent encounter)",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E102,,"Type 1 diabetes mellitus, with renal complications",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E102A,,"Type 1 diabetes mellitus, with renal complications (initial encounter)",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E102D,,"Type 1 diabetes mellitus, with renal complications (subsequent encounter)",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E103,,"Type 1 diabetes mellitus, with ophthalmic complications",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E103A,,"Type 1 diabetes mellitus, with ophthalmic complications (initial encounter)",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E103D,,"Type 1 diabetes mellitus, with ophthalmic complications (subsequent encounter)",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E104,,"Type 1 diabetes mellitus, with neurological complications",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E104D,,"Type 1 diabetes mellitus, with neurological complications (subsequent encounter)",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E105,,"Type 1 diabetes mellitus, with peripheral circulatory complications",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E105D,,"Type 1 diabetes mellitus, with peripheral circulatory complications (subsequent encounter)",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E106,,"Type 1 diabetes mellitus, with other specified complications",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E106D,,"Type 1 diabetes mellitus, with other specified complications (subsequent encounter)",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E107,,"Type 1 diabetes mellitus, with multiple complications",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E108,,"Type 1 diabetes mellitus, with unspecified complications",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E109,,"Type 1 diabetes mellitus, without complications",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E109A,,"Type 1 diabetes mellitus, without complications (initial encounter)",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E109D,,"Type 1 diabetes mellitus, without complications (subsequent encounter)",Type 1 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E11,,Type 2 diabetes mellitus,Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E11,,Non-insulin-dependent diabetes mellitus,Non insulin dependent diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E110,,"Type 2 diabetes mellitus, with coma",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E111,,"Type 2 diabetes mellitus, with ketoacidosis",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E112,,"Type 2 diabetes mellitus, with renal complications",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E112A,,"Type 2 diabetes mellitus, with renal complications (initial encounter)",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E112D,,"Type 2 diabetes mellitus, with renal complications (subsequent encounter)",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E113,,"Type 2 diabetes mellitus, with ophthalmic complications",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E113A,,"Type 2 diabetes mellitus, with ophthalmic complications (initial encounter)",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E113D,,"Type 2 diabetes mellitus, with ophthalmic complications (subsequent encounter)",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E114,,"Type 2 diabetes mellitus, with neurological complications",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E114A,,"Type 2 diabetes mellitus, with neurological complications (initial encounter)",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E114D,,"Type 2 diabetes mellitus, with neurological complications (subsequent encounter)",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E115,,"Type 2 diabetes mellitus, with peripheral circulatory complications",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E115D,,"Type 2 diabetes mellitus, with peripheral circulatory complications (subsequent encounter)",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E116,,"Type 2 diabetes mellitus, with other specified complications",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E116D,,"Type 2 diabetes mellitus, with other specified complications (subsequent encounter)",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E117,,"Type 2 diabetes mellitus, with multiple complications",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E118,,"Type 2 diabetes mellitus, with unspecified complications",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E118D,,"Type 2 diabetes mellitus, with unspecified complications (subsequent encounter)",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E119,,"Type 2 diabetes mellitus, without complications",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E119D,,"Type 2 diabetes mellitus, without complications (subsequent encounter)",Type 2 diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E12,,Malnutrition-related diabetes mellitus,,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E12,,Malnutrition-related diabetes mellitus,Secondary diabetes,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E120,,"Malnutrition-related diabetes mellitus, with coma",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E120D,,"Malnutrition-related diabetes mellitus, with coma (subsequent encounter)",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E121,,"Malnutrition-related diabetes mellitus, with ketoacidosis",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E122,,"Malnutrition-related diabetes mellitus, with renal complications",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E123,,"Malnutrition-related diabetes mellitus, with ophthalmic complications",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E123D,,"Malnutrition-related diabetes mellitus, with ophthalmic complications (subsequent encounter)",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E124,,"Malnutrition-related diabetes mellitus, with neurological complications",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E124A,,"Malnutrition-related diabetes mellitus, with neurological complications (initial encounter)",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E124D,,"Malnutrition-related diabetes mellitus, with neurological complications (subsequent encounter)",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E125,,"Malnutrition-related diabetes mellitus, with peripheral circulatory complications",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E126,,"Malnutrition-related diabetes mellitus, with other specified complications",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E126D,,"Malnutrition-related diabetes mellitus, with other specified complications (subsequent encounter)",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E127,,"Malnutrition-related diabetes mellitus, with multiple complications",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E128,,"Malnutrition-related diabetes mellitus, with unspecified complications",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E129,,"Malnutrition-related diabetes mellitus, without complications",,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E13,,Other specified diabetes mellitus,,https://portal.caliberresearch.org/disease-or-syndrome
Disease,Diabetes,Secondary care,E13,,Other specified diabetes mellitus,Diabetes not otherwise specified,https://portal.caliberresearch.org/disease-or-syndrome
